loss,weight
34834.37190079499,0.002
26441.253395148018,0.002
22268.925603090163,0.002
20756.735360938324,0.002
20641.039859183373,0.002
18249.85860599887,0.002
17720.46768802024,0.002
16530.41920009485,0.002
16076.978108015293,0.002
15882.671159571382,0.002
15875.828332877505,0.002
15620.149528382577,0.002
13728.574156862627,0.002
13690.432287600952,0.002
13587.881957545576,0.002
13553.791678239568,0.002
13367.64441558711,0.002
13278.740697233105,0.002
13057.41001227072,0.002
12611.728273488387,0.002
12602.050075597968,0.002
12433.236591580911,0.002
11520.32448908169,0.002
11464.679063382524,0.002
11324.933114357704,0.002
11133.7716271539,0.002
10727.714487252704,0.002
10103.106763974822,0.002
9999.569530524243,0.002
9801.281934976281,0.002
9635.905141418378,0.002
9463.575042994376,0.002
9423.615340889679,0.002
9301.494948246425,0.002
9279.004533967594,0.002
9181.897853115106,0.002
8974.651434411318,0.002
8907.278372798886,0.002
8805.155048014167,0.002
8797.38838517388,0.002
8606.029914613844,0.002
8580.698065081484,0.002
8513.125058549376,0.002
8486.725623200153,0.002
8470.863377102345,0.002
8462.876399283947,0.002
8461.814030347272,0.002
8290.967510694414,0.002
8194.105451852573,0.002
8170.59340986862,0.002
8168.382352054337,0.002
8099.366637051231,0.002
7911.602612744027,0.002
7644.237467841297,0.002
7349.184544069253,0.002
7205.971996490667,0.002
7122.952993516685,0.002
7116.1730929398045,0.002
7071.617403591635,0.002
7068.3455239749055,0.002
6981.71481065023,0.002
6969.433978668282,0.002
6916.351059353066,0.002
6772.550655105746,0.002
6659.250534705018,0.002
6593.576860616689,0.002
6477.1191835056425,0.002
6329.275799731038,0.002
6300.615309678093,0.002
6248.721084542642,0.002
6229.757781786594,0.002
6167.605931047516,0.002
6166.371128312841,0.002
6154.24718294919,0.002
6098.7183126486,0.002
6069.751844399729,0.002
6023.070124981555,0.002
5899.651313286103,0.002
5861.05451524026,0.002
5735.623440009119,0.002
5716.436783061762,0.002
5510.415713806349,0.002
5502.08143664298,0.002
5442.949282588439,0.002
5399.311754243997,0.002
5302.244167879621,0.002
5288.895845294305,0.002
5183.486961938932,0.002
5144.351089680954,0.002
5103.914445942847,0.002
5103.605359854447,0.002
5097.423669377388,0.002
5039.974131106217,0.002
5023.045586111485,0.002
4976.42750847369,0.002
4971.5693621412265,0.002
4901.51332975487,0.002
4867.451206786366,0.002
4778.095391732583,0.002
4751.845415667722,0.002
4729.051440519327,0.002
4679.30306944635,0.002
4612.070338729014,0.002
4552.827601465614,0.002
4544.584515085959,0.002
4525.290485972989,0.002
4500.324702747682,0.002
4489.737606552735,0.002
4367.911012809889,0.002
4345.775522722773,0.002
4250.614734455371,0.002
4240.779359746427,0.002
4168.623492219681,0.002
4075.7991013260826,0.002
4061.0744218514405,0.002
4015.30382548132,0.002
3936.4229561467564,0.002
3906.8539992982874,0.002
3883.082237802271,0.002
3844.070176343661,0.002
3795.33247601529,0.002
3773.528218026301,0.002
3648.6655664729196,0.002
3610.117449230976,0.002
3581.5219109341606,0.002
3520.318521155086,0.002
3513.2854754813425,0.002
3461.8629153189922,0.002
3394.5474937238537,0.002
3385.1084467457326,0.002
3364.8404633847445,0.002
3361.6996891162157,0.002
3269.9155729169483,0.002
3243.9261036484754,0.002
3209.1048030641114,0.002
3150.600680027782,0.002
3129.706514704089,0.002
2963.1624852495816,0.002
2917.396493084279,0.002
2913.8930127867498,0.002
2861.3311457738155,0.002
2859.805508930635,0.002
2831.363608810866,0.002
2803.317442273556,0.002
2769.4771421855835,0.002
2768.283347015254,0.002
2634.074538436948,0.002
2613.446909129758,0.002
2526.5461737927426,0.002
2486.260881327607,0.002
2475.271400673795,0.002
2443.5389977070176,0.002
2371.2505859399093,0.002
2331.1627662499614,0.002
2297.3137961087687,0.002
2283.335732478109,0.002
2205.5013929185516,0.002
2185.017382377841,0.002
2151.2780228521997,0.002
2078.769004795411,0.002
1970.7074585570529,0.002
1965.7004808063873,0.002
1735.9293885511163,0.002
1712.465949273323,0.002
1659.169568209284,0.002
1618.8697290748341,0.002
1561.7181895505428,0.002
1523.571237195509,0.002
1403.9769094717267,0.002
1369.7113056609815,0.002
1368.3310623603616,0.002
1365.5856741646928,0.002
1347.2255066888538,0.002
1329.4375701401018,0.002
1322.7042374378664,0.002
1308.0123534284894,0.002
1261.0077676828869,0.002
1233.2555743654882,0.002
1227.4890519587525,0.002
1205.2653162680451,0.002
1171.882016566894,0.002
1170.212043374752,0.002
1146.659545727324,0.002
1145.4214134780316,0.002
1047.6293782609832,0.002
1021.5078989312177,0.002
1004.1174497894434,0.002
997.8200586439724,0.002
975.0397781720264,0.002
928.0149844622218,0.002
909.1379773418784,0.002
895.8113901667234,0.002
891.8425007031661,0.002
883.9704196364263,0.002
853.6851715029268,0.002
814.9548333345913,0.002
812.7745139679732,0.002
757.3232486872471,0.002
743.0316073165578,0.002
665.0436298980322,0.002
651.7070451781185,0.002
634.3525645791659,0.002
627.5013346129347,0.002
622.6510069085698,0.002
620.6920670340011,0.002
565.290001733665,0.002
552.7672195901,0.002
542.240122545301,0.002
529.7133038216771,0.002
509.4158946723718,0.002
496.3698025763907,0.002
480.1280341424685,0.002
466.6376140247117,0.002
429.7341611929855,0.002
424.09763038225844,0.002
392.54744223945517,0.002
368.65337506999396,0.002
357.8705125325103,0.002
290.8295296457416,0.002
223.26440307969196,0.002
213.53260036260917,0.002
208.3197604112021,0.002
174.66217176158588,0.002
136.7845639564714,0.002
135.11298270176843,0.002
67.86045132355437,0.002
47.01131761395447,0.002
29.19800189561412,0.002
18.109477007910694,0.002
-12.843458259581553,0.002
-30.01484370446228,0.002
-67.00691253609388,0.002
-168.20737531351125,0.002
-172.92927741434676,0.002
-185.09924354331875,0.002
-313.06599810515576,0.002
-335.32440162578007,0.002
-336.8839321970406,0.002
-374.6497823736373,0.002
-430.5596503620833,0.002
-444.81979291592916,0.002
-488.41292262987736,0.002
-523.2569551375298,0.002
-581.5612647236179,0.002
-610.1661032041903,0.002
-616.9542006111195,0.002
-643.8728398442057,0.002
-661.1291654401996,0.002
-680.9286101861602,0.002
-685.373334388295,0.002
-701.1497372212518,0.002
-738.7450499402593,0.002
-739.8209440858451,0.002
-741.787121589299,0.002
-813.7757067280924,0.002
-831.2593330014885,0.002
-872.7965022849891,0.002
-907.3051669847504,0.002
-919.8132252713261,0.002
-965.2848131636584,0.002
-979.1271057829182,0.002
-991.5516545272338,0.002
-996.5937962769344,0.002
-1021.9141408845497,0.002
-1074.1209008007902,0.002
-1120.6244203130984,0.002
-1133.4425905628052,0.002
-1238.8760901448136,0.002
-1274.4005108148435,0.002
-1278.4301668631315,0.002
-1294.191989705307,0.002
-1389.4944747945615,0.002
-1424.3450255751357,0.002
-1434.528350793207,0.002
-1455.011005385098,0.002
-1461.3488070427838,0.002
-1518.6967555784747,0.002
-1536.9032006478767,0.002
-1553.7001899869729,0.002
-1596.1250134093343,0.002
-1644.2090839019706,0.002
-1666.8795629499414,0.002
-1673.1124034835125,0.002
-1694.017638585865,0.002
-1728.5774719759781,0.002
-1815.5203567321475,0.002
-1877.292101672168,0.002
