loss,weight
34834.37190079499,0.00012333268150098597
26441.253395148018,0.00016178115062936266
22268.925603090163,0.00017183702782506147
20756.735360938324,0.00042885852143142533
20641.039859183373,0.0004375660865538469
18249.85860599887,0.00010822702083995107
17720.46768802024,8.503160451863688e-05
16530.41920009485,0.00022092094251281887
16076.978108015293,9.308155347133675e-05
15882.671159571382,0.00011728815293492343
15875.828332877505,9.122923055725715e-05
15620.149528382577,0.0005625534465804065
13728.574156862627,0.002780787796050589
13690.432287600952,0.00019386277147574496
13587.881957545576,0.004327322735894187
13553.791678239568,0.00014340036444669539
13367.64441558711,8.941376886916772e-05
13278.740697233105,0.001376041305630287
13057.41001227072,0.00046476400679530054
12611.728273488387,0.0001220993546859761
12602.050075597968,0.008400331852488311
12433.236591580911,0.006151591321792357
11520.32448908169,0.0003839734399023867
11464.679063382524,0.0002620828357673187
11324.933114357704,0.0007681972661765811
11133.7716271539,0.0005856295890510792
10727.714487252704,0.006029174654488689
10103.106763974822,6.816393525972588e-05
9999.569530524243,0.0011834758212388352
9801.281934976281,0.00010607330312523605
9635.905141418378,0.005237820235539899
9463.575042994376,9.98659092738048e-05
9423.615340889679,0.0005139022760825682
9301.494948246425,0.0007917119013588401
9279.004533967594,0.000278373193459325
9181.897853115106,0.0036476872457975166
8974.651434411318,0.0006283138734490523
8907.278372798886,0.00018810485330014387
8805.155048014167,0.00017888584382633597
8797.38838517388,0.00015697608867451998
8606.029914613844,0.0007379272287821318
8580.698065081484,0.0020363802733416717
8513.125058549376,0.0018416658171117374
8486.725623200153,0.00014631197270349494
8470.863377102345,0.002251681374071735
8462.876399283947,0.0008409225641799805
8461.814030347272,0.0003578883378496617
8290.967510694414,0.00045551520306007405
8194.105451852573,0.0002370230188354394
8170.59340986862,9.886725018106673e-05
8168.382352054337,0.00015231374186479803
8099.366637051231,0.0005296329029325685
7911.602612744027,0.000815946323101271
7644.237467841297,0.0006947438376008672
7349.184544069253,0.0003917696560579397
7205.971996490667,0.005452677484616972
7122.952993516685,0.0013486580836482446
7116.1730929398045,0.0020777270414668618
7071.617403591635,0.004115240864541417
7068.3455239749055,0.005082251736724129
6981.71481065023,0.00011495411869151844
6969.433978668282,0.003365884052992051
6916.351059353066,0.00015385226450989698
6772.550655105746,0.0002492381690642959
6659.250534705018,7.096004412898393e-05
6593.576860616689,8.0055567726013e-05
6477.1191835056425,0.00014778987141767167
6329.275799731038,0.003759343507308074
6300.615309678093,0.009103636036288802
6248.721084542642,0.0003172268084335711
6229.757781786594,0.0025148946371513917
6167.605931047516,0.002698195617720091
6166.371128312841,0.001081125574681542
6154.24718294919,0.000165065963299013
6098.7183126486,0.0002927193544123799
6069.751844399729,0.00022768336617147789
6023.070124981555,0.0007453810391738706
5899.651313286103,0.006339892467983949
5861.05451524026,0.0003957269253110502
5735.623440009119,0.0036845325715126435
5716.436783061762,0.00047420059870962206
5510.415713806349,0.0003204311196298698
5502.08143664298,0.007521138456000774
5442.949282588439,0.00333222521246213
5399.311754243997,0.0003369447657875751
5302.244167879621,0.00027010523124038955
5288.895845294305,0.0006606944767877663
5183.486961938932,0.0055077550349666386
5144.351089680954,0.007673848031834275
5103.914445942847,0.0007997089912715555
5103.605359854447,0.00021871173308769066
5097.423669377388,6.680747294805733e-05
5039.974131106217,0.000615810427367416
5023.045586111485,0.0064686179654973456
4976.42750847369,0.0008666633317977042
4971.5693621412265,0.009477070424526127
4901.51332975487,0.0005513586329934563
4867.451206786366,0.0016823934880326246
4778.095391732583,0.0002868942392595735
4751.845415667722,0.0022291645603310178
4729.051440519327,0.005619584771928005
4679.30306944635,0.0010385249133480462
4612.070338729014,0.002119913316464506
4552.827601465614,0.004033347571337042
4544.584515085959,0.0005243365739032428
4525.290485972989,0.0020160164706082544
4500.324702747682,0.0011254737302953633
4489.737606552735,0.00025429871346219354
4367.911012809889,7.025044368769409e-05
4345.775522722773,0.0012570374659431752
4250.614734455371,0.0038744175839695535
4240.779359746427,0.0009392233160820449
4168.623492219681,0.0004119597845415267
4075.7991013260826,0.0003688433543162074
4061.0744218514405,0.00020385362759171911
4015.30382548132,0.00028118504389830804
3936.4229561467564,0.004074088455896003
3906.8539992982874,0.000875417506866368
3883.082237802271,9.031693825168459e-05
3844.070176343661,0.0004887159511754852
3795.33247601529,7.925501204875286e-05
3773.528218026301,0.000920532772092012
3648.6655664729196,0.004736990733140679
3610.117449230976,0.0006540875320198885
3581.5219109341606,0.002618056509678186
3520.318521155086,0.0004601163667273475
3513.2854754813425,0.00021221577590325316
3461.8629153189922,0.0007232424769293673
3394.5474937238537,0.008570892615537508
3385.1084467457326,0.00018622380476714242
3364.8404633847445,0.0008077868598702582
3361.6996891162157,0.0007088499516384729
