loss,weight
13044.391760573568,8.748006979333521e-12
11102.00982216079,5.060367583942693e-09
10876.718112816206,1.311240988553112e-12
10827.635837734533,3.494393252236615e-11
10677.193390048598,0.019860715923055407
9857.311777077968,5.6070554946733445e-09
9753.448086346563,7.040305117727297e-05
9508.108316419752,1.941975969478323e-06
9260.760997791202,0.0006725937828890667
9100.257841731707,1.8776614050083354e-12
8933.738992457893,0.0040497355409091045
8841.330205471955,2.0213649098521233e-08
8717.566293313675,4.490720127314717e-12
8638.327889133468,2.0805112520867985e-12
8566.731993755091,4.7536822223212994e-11
8351.89205811445,1.694589418020022e-12
8308.491986982921,0.003654886325670466
8146.003364861093,1.713720587555542e-10
7753.695041891639,8.997004358402912e-07
7621.160124496332,6.769041041725232e-12
7405.785839357902,0.0017823966125409788
7274.373910958803,2.8783375486994093e-09
6959.884159057053,0.00028122513796791093
6814.430994967039,8.595265538776937e-06
6790.982911953898,4.0986300909215913e-10
6555.487671302459,7.627693307711555e-09
6457.449871844783,2.481705830805011e-08
6306.54559680718,8.310606630366843e-12
6261.461892499802,9.913179230067308e-08
6237.860705404955,8.797248965747389e-11
6205.3124424501575,4.242304453414189e-13
5975.718559798922,5.575670393312052e-10
5790.392448332785,1.8882306441063033e-11
5768.374957601042,0.0021883154518961387
5751.919391793227,2.3976577604577454e-05
5626.671054547621,0.0015281822956773215
5599.865715026376,1.7526333124541864e-06
5537.129404170518,0.0005204402478805733
5459.899572707118,2.0100504610038574e-09
5382.142472960641,0.02993684696213674
5335.7517884724875,1.4355662688376163e-05
5264.228489758903,1.2739640412723384e-08
5236.814944563433,1.1562244327239903e-07
5009.3122736755195,0.00018657050231999753
4999.978174472864,4.052874914901532e-12
4993.513144862911,1.5728978206261117e-07
4855.3343201226835,0.0003280071590236606
4745.837916572781,6.03618160031144e-05
4699.5037324995665,3.189293682769429e-09
4639.661743612817,8.074346440260009e-08
4626.19737304373,0.011296777049710468
4623.11229884609,4.2152907374923345e-05
4590.143624730574,1.3485632689593125e-07
4579.129344170965,2.454001235708711e-10
4545.280830315983,1.4858889532262298e-08
4540.844349737701,5.670356686173171e-07
4513.652628827929,0.0367545945315174
4441.825738950083,1.5906551455264448e-05
4429.897583697901,2.979235483661602e-12
4366.736937779961,0.012517204487213817
4356.8155898633195,0.004723412206921247
4347.782875954082,9.638826173405008e-13
4343.4721321601755,0.00029602646101885364
4230.1928511430915,6.883993210209677e-09
4155.033697079823,0.0023034899493643564
4060.3488071699076,2.996005414636367e-11
4038.1655990860054,3.553735200291879e-08
3999.1026128093085,7.542541332007667e-11
3951.66426137903,0.00017724197720399764
3915.2811676879637,1.0861510433143676e-09
3901.446249716766,0.0025523434341987333
3892.8457214284344,5.935386590331968e-08
3870.441322092662,3.171441834219018e-10
